District,Upazilla,Union/Area,POP,Router,Vendor,Port,Description
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/2/2,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/2/3,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/2/4,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/2/5,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/2/6,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/2/7,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/2/8,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/7/1,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/7/2,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/7/3,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/7/4,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/7/5,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/7/6,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/7/7,
Cox'Bazar,Pekua,Pekua,Coxbazar_pekua_ router,Pekua_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/2/1,Bandorban-AR-NE40E-085_GE1/1/7
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/2/2,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/2/3,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/2/4,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/2/5,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/2/6,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/2/7,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/2/8,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/7/1,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/7/2,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/7/3,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/7/4,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/7/5,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/7/6,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/7/7,
Bandarban,Rowangchari,Rowangchari,Bandarban_Rowangchari_ router,Rowangchari_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/2/1,Bandorban-AR-NE40E-085_GE1/1/7
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/2/2,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/2/3,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/2/4,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/2/5,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/2/6,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/2/7,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/2/8,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/7/1,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/7/2,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/7/3,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/7/4,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/7/5,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/7/6,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/7/7,
Bandarban,thanchi,thanchi,Bandarban_Thanchi_ router,thanchi_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/2/1,Bandorban-AR-NE40E-085_GE1/1/7
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/2/2,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/2/3,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/2/4,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/2/5,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/2/6,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/2/7,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/2/8,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/7/1,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/7/2,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/7/3,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/7/4,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/7/5,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/7/6,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/7/7,
Bandarban,Lama,Lama,Bandarban_Lama_ router,Lama_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/2/1,Bandorban-AR-NE40E-085_GE1/1/7
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/2/2,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/2/3,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/2/4,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/2/5,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/2/6,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/2/7,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/2/8,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/7/1,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/7/2,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/7/3,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/7/4,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/7/5,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/7/6,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/7/7,
Bandarban,alikadam,alikadam,Bandarban_Alikadam_ router,alikadam_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/2/1,Bandorban-AR-NE40E-085_GE1/1/7
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/2/2,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/2/3,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/2/4,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/2/5,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/2/6,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/2/7,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/2/8,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/7/1,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/7/2,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/7/3,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/7/4,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/7/5,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/7/6,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/7/7,
Bandarban,ruma,ruma,Bandarban_ruma_ router,ruma_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/2/1,Feni_AR_40E_83_GE1/5/7
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/2/2,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/2/3,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/2/4,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/2/5,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/2/6,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/2/7,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/2/8,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/7/1,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/7/2,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/7/3,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/7/4,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/7/5,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/7/6,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/7/7,
Feni,Daganbhuiyan,Daganbhuiyan,Feni_Daganbhuiya_ router,Daganbhuiyan_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/2/1,Feni_AR_40E_83_GE1/5/7
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/2/2,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/2/3,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/2/4,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/2/5,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/2/6,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/2/7,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/2/8,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/7/1,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/7/2,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/7/3,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/7/4,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/7/5,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/7/6,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/7/7,
Feni,sonagazi,sonagazi,Feni_Sonagazi_ router,sonagazi_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/2/1,Feni_AR_40E_83_GE1/5/7
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/2/2,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/2/3,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/2/4,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/2/5,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/2/6,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/2/7,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/2/8,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/7/1,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/7/2,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/7/3,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/7/4,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/7/5,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/7/6,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/7/7,
Feni,Fulgazi,Fulgazi,Feni_Fulgazi_ router,Fulgazi_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/2/1,Feni_AR_40E_83_GE1/5/7
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/2/2,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/2/3,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/2/4,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/2/5,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/2/6,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/2/7,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/2/8,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/7/1,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/7/2,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/7/3,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/7/4,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/7/5,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/7/6,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/7/7,
Feni,porshuram,porshuram,Feni_porshuram_ router,porshuram_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/2/3,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/2/4,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/2/5,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/2/6,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/2/7,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/2/8,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/7/1,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/7/2,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/7/3,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/7/4,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/7/5,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/7/6,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/7/7,
Khagrachhari,mahalchari,mahalchari,Khagrachhari_mahalchari_ router,mahalchari_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/2/1,Khagra-AR-NE40E-X3-84_GE1/0/7
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/2/2,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/2/3,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/2/4,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/2/5,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/2/6,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/2/7,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/2/8,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/7/1,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/7/2,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/7/3,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/7/4,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/7/5,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/7/6,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/7/7,
Khagrachhari,dighinala,dighinala,Khagrachhari_dighinala_ router,dighinala_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/2/1,Khagra-AR-NE40E-X3-84_GE1/0/7
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/2/2,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/2/3,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/2/4,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/2/5,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/2/6,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/2/7,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/2/8,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/7/1,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/7/2,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/7/3,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/7/4,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/7/5,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/7/6,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/7/7,
Khagrachhari,panchari,panchari,Khagrachhari_panchari_ router,panchari_CiTRANS R835E,FiberHome,GE0/7/8,
,,,,,,,
,,,,,,,
,,,,,,,
Khagrachhari,laxmichari,laxmichari,Khagrachhari_laxmichari_ router,laxmichari_CiTRANS R835E,FiberHome,GE0/2/6,
Khagrachhari,laxmichari,laxmichari,Khagrachhari_laxmichari_ router,laxmichari_CiTRANS R835E,FiberHome,GE0/2/7,
Khagrachhari,laxmichari,laxmichari,Khagrachhari_laxmichari_ router,laxmichari_CiTRANS R835E,FiberHome,GE0/2/8,
Khagrachhari,laxmichari,laxmichari,Khagrachhari_laxmichari_ router,laxmichari_CiTRANS R835E,FiberHome,GE0/7/1,
Khagrachhari,laxmichari,laxmichari,Khagrachhari_laxmichari_ router,laxmichari_CiTRANS R835E,FiberHome,GE0/7/2,
Khagrachhari,laxmichari,laxmichari,Khagrachhari_laxmichari_ router,laxmichari_CiTRANS R835E,FiberHome,GE0/7/3,
Khagrachhari,laxmichari,laxmichari,Khagrachhari_laxmichari_ router,laxmichari_CiTRANS R835E,FiberHome,GE0/7/4,
Khagrachhari,laxmichari,laxmichari,Khagrachhari_laxmichari_ router,laxmichari_CiTRANS R835E,FiberHome,GE0/7/5,
Khagrachhari,laxmichari,laxmichari,Khagrachhari_laxmichari_ router,laxmichari_CiTRANS R835E,FiberHome,GE0/7/6,
Khagrachhari,laxmichari,laxmichari,Khagrachhari_laxmichari_ router,laxmichari_CiTRANS R835E,FiberHome,GE0/7/7,
