District,Upazilla,Union/Area,POP,Switch,Vendor,Port,Description
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE2/0/46,port-VC
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE2/0/47,<<ROBI_Internet_Secondary>>
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/0,***BGB_MPLS_nation***
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/1,***BTCL_VC***
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/2,*DE telecom CTG (golam_Mostafa)*
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/3,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/4,description JICA_AGW_NMS_Ternimal
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/5,*DE phones Agrabad*
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/6,*DE-2 cable Agrabad*
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/7,*DE phones ect Agrabad*
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/8,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/9,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/10,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/11,***GPON_TNDP_mgnt_Argabad***
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/12,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/13,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/14,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/15,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/16,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/17,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/18,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/19,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/20,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/21,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/22,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE5/0/23,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/0,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/1,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/2,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/3,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/4,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/5,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/6,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/7,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/8,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/9,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/10,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/11,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/12,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/13,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/14,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/15,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/16,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/17,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/18,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/19,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/20,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/21,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/22,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/23,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/24,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/25,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/26,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/27,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/28,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/29,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/30,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/31,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/32,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/33,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/34,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/35,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/36,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/37,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/38,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/39,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/40,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/41,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/42,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/43,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/44,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/45,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/46,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,GE6/0/47,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/0,***Link_Nandan71Ethtr5***
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/1,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/2,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/3,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/4,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/5,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/6,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/7,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/8,**Robi_pri**
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/9,**Robi_secon**
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/10,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/11,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/12,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/13,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/14,
Chittagong,Chittagong_sadar,Agrabad,Agrabad,AGR_xDSL_S9312,HUAWEI,10GE4/0/15,
,,,,,,,
,,,,,,,
,,,,,,,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE0/0/1,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE0/0/2,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE0/0/3,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE0/0/4,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/1,***BGB_MPLS_nation***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/2,***BTCL_VC***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/3,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/4,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/5,**CTG_BTV_Internet:SHIFTED_3/0/5**
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/6,***Commission_Custom_house_Ctg_5M***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/7,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/8,***ctg_stock_Exge_moti_ctg***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/9,***COL_Army_Bandorban***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/10,***Icon_inf-MPLS****
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/11,***Aamra_net_VPN***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/12,<<AAMRA_NETWORKS>>
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/13,***Col_ctgarmy_bban_mpls***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/14,***Col_ctgarmy_cox_mpls***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/15,***SB_police_MPLS_nation***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE2/0/16,***RED_DATA_Ltd***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/1,link-to-DSLAM-D 0/7 0
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/2,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/3,PaharToli_S6506_GE4/0/2
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/4,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/5,**CTG_BTV_Internet**
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/6,***NBR_Internet_Ctg_24_06_13***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/7,***NBR_MPLS_nation***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/8,***Tomatoweb_MPLS***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/9,***A1_pabna_ctg_luxmi_MPLS***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/10,<<Ctg_port_VTMIS_Control>>
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/11,***Mohsin_Brick_field***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/12,**KS-Networks-vpn**
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/13,***Maxnet_MPLS_ctg***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/14,***BGB_MPLS_nation***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/15,***Maxnet_Ctg_Feni_MPLS***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/16,***Chittg_tele_service**
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/17,***Aamra_Net_rangmati***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/18,***HRC_VPN_Ctg***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/19,***GPON_TNDP_VPN***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE3/0/20,***GPON_TNDP_VPN***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/1,***GMCtg_WAN_internet***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/2,***BTCL_Revenue_VPN***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/3,<<CTG_Port_7MB>>
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/4,<<CTG_Port_3MB>>
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/5,***Brite_tech_VPN***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/6,***RACE_Online***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/7,<<Jamuna_Oil_Company>>
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/8,<<Rangs IT_MPLS_Agrabad_Bandarban>>
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/9,**AccessTel_ctg**
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/10,GPO CTG PORT
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/11,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/12,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/13,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/14,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/15,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/16,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/17,
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/18,***NE40_71_4/0/0***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/19,***NE40_71_4/0/1***
Chittagong,Chittagong_sadar,Pahartoli,Pahartoli,PaharToli_S6506,HUAWEI,GE4/0/20,
,,,,,,,
,,,,,,,
,,,,,,,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/1,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/2,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/3,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/4,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/5,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/6,***SB_DSB_Passport_MRP_VPN***
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/7,**SB_DSB_Passport_MRP_VPN_City_Special***
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/8,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/9,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/10,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/11,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/12,***BCC_VPN***
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/13,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/14,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/15,
Chittagong,Chittagong_sadar,Chittagong_sadar,DC_office,Chittagong_DistHQ_ME3400_Switch,CISCO,GE0/16,Nandankanon_TNDP_S9312_GE2/0/10
,,,,,,,
,,,,,,,
,,,,,,,
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/1,
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/2,
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/3,
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/4,
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/5,*Min_Finance_VPN**
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/6,
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/7,***SB_DSB_Passport_MRP_VPN***
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/8,
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/9,
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/10,
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/11,***SP_Office***
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/12,***BCC_VPN***
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/13,**InfoS_VPN***
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/14,**InfoS_VPN***
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/15,
Comilla,Comilla,Comilla,DC_office,Comilla_ME3400_Switch,CISCO,GE0/16,XDSL_Com_S9312_GE1/0/0
,,,,,,,
,,,,,,,
,,,,,,,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/0,Comilla_ME3400_Switch_GE0/16
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/1,***Metro_net_MPLS_Chand_com***
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/2,<<HRC_VPN_Comilla_Gul>>
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/3,***comilla_Online_VPN***
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/4,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/5,***Bracnet_mpls_Comilla_gul***
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/6,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/7,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/8,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/9,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/10,Comilla-AR-NE40-036_GE1/1/2
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/11,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/12,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/13,***Link_Union_SW***
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/14,***CSD_Army_MPLS***
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/15,***BTCL_call_centre_VPN***
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/16,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/17,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/18,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/19,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/20,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/21,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/22,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/23,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/24,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/25,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/26,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/27,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/28,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/29,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/30,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/31,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/32,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/33,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/34,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/35,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/36,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/37,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/38,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/39,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/40,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/41,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/42,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/43,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/44,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/45,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/46,
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE1/0/47,for test
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE2/0/0,TO--DSLAM-D 0/7 0
Comilla,Comilla,Comilla,Comilla,XDSL_Com_S9312,HUAWEI,GE2/0/1,TO--DSLAM-D 0/7 1
