Switch Name,VLAN,Customer Name,Access Port,IP Location,IP address,Trafic Route
Mogbazar_S12712,751,janata_traders,,BTTB_IPCORE_NE80E_A,123.49.53.189,
Mogbazar_S12712,752,Net_link_kawranBazar,,,,
Mogbazar_S12712,753,BERC,,BTTB_IPCORE_NE80E_A,123.49.53.229,
Mogbazar_S12712,754,Jamuna_Oil,,BTTB_IPCORE_NE80E_A,123.49.49.41,
Mogbazar_S12712,780,BEPZA,,BTTB_IPCORE_NE80E_A,123.49.53.221,
Mogbazar_S12712,790,BGB_Mounshi_Abdur_Rouf_College,,BTTB_IPCORE_NE80E_A,"123.49.49.97 ,123.49.49.165",
Mogbazar_S12712,800,Ansar_VDP,,BTTB_IPCORE_NE80E_A,123.49.52.177,
Mogbazar_S12712,801,City_North_Khil,,,,
Mogbazar_S12712,831,MohonaTV,,,,
Mogbazar_S12712,832,National_Zoo,,BTTB_IPCORE_NE80E_A,123.49.60.185,
Mogbazar_S12712,833,DO2ORS_Mirpur,,,,
Mogbazar_S12712,834,Navy_police,,BTTB_IPCORE_NE80E_A,123.49.52.113,
Mogbazar_S12712,835,ADVANCED-NETWORK-LTD-PALL,,BTTB_IPCORE_NE80E_A,123.49.52.121,
Mogbazar_S12712,836,Mohsin-Khan-Brick-Field,,BTTB_IPCORE_NE80E_A,123.49.52.125,
Mogbazar_S12712,838,Orange_Comm,,BTTB_IPCORE_NE80E_A,123.49.4.1,
Mogbazar_S12712,861,SKYBD,,,,
Mogbazar_S12712,862,Drik_Alokchitra_Granthagar,,,,
Mogbazar_S12712,869,BTMC_internet,,,,
Mogbazar_S12712,870,BPC,,,,
Mogbazar_S12712,871,Join_stock_Compaqny,,BTTB_IPCORE_NE80E_A,123.49.60.197,
Mogbazar_S12712,872,Titas,,BTTB_IPCORE_NE80E_A,123.49.60.177,
Mogbazar_S12712,873,Family_planning,,,,
Mogbazar_S12712,874,ICT_incubator,,BTTB_IPCORE_NE80E_A,123.49.0.57,
Mogbazar_S12712,875,WASA,,BTTB_IPCORE_NE80E_A,123.49.52.53,
Mogbazar_S12712,878,NIET_Kawranbazar,,SBN-AR-NE40E-042,180.211.159.45,
Mogbazar_S12712,880,City_corp_Azimpur,,BTTB_IPCORE_NE80E_A,123.49.53.29,
Mogbazar_S12712,881,Badrunnesa_College,,BTTB_IPCORE_NE80E_A,123.49.60.169,
Mogbazar_S12712,882,BAEC_Shahbag,,BTTB_IPCORE_NE80E_A,123.49.60.29,
Mogbazar_S12712,883,BDR,,,,
Mogbazar_S12712,884,EDEN_College,,BTTB_IPCORE_NE80E_A,123.49.60.237,
Mogbazar_S12712,885,NAEM,,BTTB_IPCORE_NE80E_A,123.49.60.53,
Mogbazar_S12712,886,Quest-Int-Pet,,BTTB_IPCORE_NE80E_A,123.49.3.129,
Mogbazar_S12712,888,Abhawa 101 mbps,,,,
Mogbazar_S12712,890,Atomic_Energy_Com,,BTTB_IPCORE_NE80E_A,123.49.60.113,
Mogbazar_S12712,891,Atomic_Energy_Com,,,,
Mogbazar_S12712,892,UGC_internet,,BTTB_IPCORE_NE80E_A,123.49.60.113,
Mogbazar_S12712,893,MRP-MRV Project,,BTTB_IPCORE_NE80E_A,123.49.51.153,
Mogbazar_S12712,894,DTE,,BTTB_IPCORE_NE80E_A,123.49.52.25,
Mogbazar_S12712,895,BD_Atomic_EC,,BTTB_IPCORE_NE80E_A,123.49.52.41,
Mogbazar_S12712,898,BdREN,,BTTB_IPCORE_NE80E_A,123.49.1.241,
Mogbazar_S12712,902,BTCL_SBN_IPTV_Test,,BTTB_IPCORE_NE80E_A,123.49.53.125,
Mogbazar_S12712,904,PM-Edu-Trust,,,,
Mogbazar_S12712,906,National_Archeology,,BTTB_IPCORE_NE80E_A,123.49.53.69,
Mogbazar_S12712,913,PSC_agargoan,,BTTB_IPCORE_NE80E_A,123.49.2.21,
Mogbazar_S12712,914,BTTB_Billing,,BTTB_IPCORE_NE80E_A,123.49.2.81,
Mogbazar_S12712,916,Ministar_plok_ICT,,BTTB_IPCORE_NE80E_A,123.49.2.117,
Mogbazar_S12712,917,BICC_internet,,BTTB_IPCORE_NE80E_A,"123.49.53.17 , 123.49.53.117",
Mogbazar_S12712,918,BTCL_Ledger_management,,,,
Mogbazar_S12712,919,System-Mgr-Election-comm,,BTTB_IPCORE_NE80E_A,123.49.60.153,
Mogbazar_S12712,920,BD_Betar_agargoan,,BTTB_IPCORE_NE80E_A,123.49.49.57,
Mogbazar_S12712,921,SBN-NOC,,BTTB_IPCORE_NE80E_A,123.49.38.81,
Mogbazar_S12712,922,Certifying_Authority_BCC,,BTTB_IPCORE_NE80E_A,123.49.38.89,
Mogbazar_S12712,924,209 network,,,,
Mogbazar_S12712,925,TELETALK-GPRS-Link,,,,
Mogbazar_S12712,926,GPO,,BTTB_IPCORE_NE80E_A,123.49.52.249,
Mogbazar_S12712,927,BICM_Segunbaghicha,,BTTB_IPCORE_NE80E_A,123.49.53.73,
Mogbazar_S12712,928,Urban_health_city_south,,BTTB_IPCORE_NE80E_A,123.49.53.165,
Mogbazar_S12712,929,Juba_Unnayan_Motijeel,,,,
Mogbazar_S12712,931,Mental_hospital,,BTTB_IPCORE_NE80E_A,123.49.53.153,
Mogbazar_S12712,932,probeen_hitoishee,,BTTB_IPCORE_NE80E_A,123.49.53.173,
Mogbazar_S12712,933,Dept_Forest,,BTTB_IPCORE_NE80E_A,123.49.53.201,
Mogbazar_S12712,934,National_Library,,BTTB_IPCORE_NE80E_A,123.49.49.125,
Mogbazar_S12712,935,NBR_2nd_test130417,,,,
Mogbazar_S12712,937,A2I_BBS_IFB,,BTTB_IPCORE_NE80E_A,123.49.2.181,
Mogbazar_S12712,945,PWD_EXEN_city,,BTTB_IPCORE_NE80E_A,123.49.49.21,
Mogbazar_S12712,946,PWD_Dhaka_div-1,,BTTB_IPCORE_NE80E_A,123.49.49.53,
Mogbazar_S12712,947,CP_int_TRBL,,BTTB_IPCORE_NE80E_A,123.49.49.85,
Mogbazar_S12712,953,DTE_@nd_Link,,,,
Mogbazar_S12712,954,Bgov_internet,,,,
Mogbazar_S12712,955,Police_HQ,,,,
Mogbazar_S12712,956,City_Cable,,BTTB_IPCORE_NE80E_A,123.49.52.45,
Mogbazar_S12712,957,Data_Edge,,BTTB_IPCORE_NE80E_A,123.49.60.225,
Mogbazar_S12712,958,BangladeshBank,,BTTB_IPCORE_NE80E_A,123.49.60.217,
Mogbazar_S12712,959,BangaBhaban,,BTTB_IPCORE_NE80E_A,123.49.51.209,
Mogbazar_S12712,960,GoVT_Transport_Pool,,,,
Mogbazar_S12712,961,NCTB,,BTTB_IPCORE_NE80E_A,123.49.2.1,
Mogbazar_S12712,962,LGSP_2_Moti,,BTTB_IPCORE_NE80E_A,123.49.2.33,
Mogbazar_S12712,963,Security_Exchange_Commission,,BTTB_IPCORE_NE80E_A,"123.49.2.157 ,123.49.34.13",
Mogbazar_S12712,664,BCIC_2nd_Link,,,,
Mogbazar_S12712,965,BRTA_nagarBhaban,,BTTB_IPCORE_NE80E_A,123.49.53.205,
Mogbazar_S12712,966,Matrisadan_city_corp,,BTTB_IPCORE_NE80E_A,123.49.53.237,
Mogbazar_S12712,967,JAMUKA,,BTTB_IPCORE_NE80E_A,123.49.49.133,
Mogbazar_S12712,970,BANGLADESH SUPREME COURT,,BTTB_IPCORE_NE80E_A,"123.49.60.141 , 123.49.57.249",
Mogbazar_S12712,973,DG_edu,,BTTB_IPCORE_NE80E_A,203.112.223.53,
Mogbazar_S12712,975,CENTRAL_TAX_Survey,,BTTB_IPCORE_NE80E_A,123.49.49.101,
Mogbazar_S12712,980,Ministry_LAND_Motijeel,,BTTB_IPCORE_NE80E_A,123.49.52.65,
Mogbazar_S12712,981,Cabinet_Div_Internet,,BTTB_IPCORE_NE80E_A,123.49.52.229,
Mogbazar_S12712,982,Nagar_Bahaban,,BTTB_IPCORE_NE80E_A,123.49.53.9,
Mogbazar_S12712,983,GPO_sadarghat,,,,
Mogbazar_S12712,984,Tax-13_paltan,,BTTB_IPCORE_NE80E_A,123.49.49.5,
Mogbazar_S12712,985,Sadharan_bima,,BTTB_IPCORE_NE80E_A,123.49.49.13,
Mogbazar_S12712,1001,for_MOG_DSL_PPPOE_H01,,,,
Mogbazar_S12712,1002,for_MOG_DSL_PPPOE_H02,,,,
Mogbazar_S12712,1003,for_MOG_DSL_PPPOE_H03,,,,
Mogbazar_S12712,1009,For_GUL_A_PPPoE_H01,,,,
Mogbazar_S12712,1014,BTCL-2FL-WiFi,,,,
Mogbazar_S12712,1017,RAM_PPPoE_A_H01,,,,
Mogbazar_S12712,1018,RAM_PPPoE_A_H02,,,,
Mogbazar_S12712,1019,RAM_PPPoE_A_H03,,,,
Mogbazar_S12712,1020,RAM_PPPoE_B_H01,,,,
Mogbazar_S12712,1021,RAM_PPPoE_B_H02,,,,
Mogbazar_S12712,1023,SAY_PPPoE_H01,,,,
Mogbazar_S12712,1024,SAY_PPPoE_H02,,,,
Mogbazar_S12712,1035,For_UTT_PPPoE_H01,,,,
Mogbazar_S12712,1036,For_UTT_PPPoE_H02,,,,
Mogbazar_S12712,1037,For_UTT_PPPoE_H03,,,,
Mogbazar_S12712,1041,SBN_PPPoE_A_H01,,,,
Mogbazar_S12712,1042,SBN_PPPoE_A_H02,,,,
Mogbazar_S12712,1043,SBN_PPPoE_A_H03,,,,
Mogbazar_S12712,1044,SBN_PPPoE_B_H01,,,,
Mogbazar_S12712,1051,DG Food,,BTTB_IPCORE_NE80E_A,123.49.60.221,
Mogbazar_S12712,1052,Ministry_Of-Health,,BTTB_IPCORE_NE80E_A,123.49.60.149,
Mogbazar_S12712,1053,Min_Estab,,BTTB_IPCORE_NE80E_A,123.49.60.253,
Mogbazar_S12712,1061,CAN_PPPoE_H01,,,,
Mogbazar_S12712,1062,CAN_PPPoE_H02,,,,
Mogbazar_S12712,1064,MIR_PPPoE_H01,,,,
Mogbazar_S12712,1065,MIR_PPPoE_H02,,,,
Mogbazar_S12712,1073,CHA_PPPoE_H01,,,,
Mogbazar_S12712,1074,CHA_PPPoE_H02,,,,
Mogbazar_S12712,1085,Teletal;k 3G,,BTTB_IPCORE_NE80E_A,123.49.0.1,
Mogbazar_S12712,1095,For_GAZ_PPPoE_H01,,,,
Mogbazar_S12712,1096,For_SAV_PPPoE_H01,,,,
Mogbazar_S12712,1100,KT_DSLAM:For Management-NOC,,,,
Mogbazar_S12712,1126,MSAN-Petrobangla,,,,
Mogbazar_S12712,1548,VLAN 1548,,,,
Mogbazar_S12712,1555,VLAN 1555,,,,
Mogbazar_S12712,2008,TNDP_GPON,,,,
Mogbazar_S12712,2499,ALways_On,,,,
Mogbazar_S12712,2502,Aamra_VPN_gopalgonj,,,,
Mogbazar_S12712,2504,Amra_VPN_NID,,,,
Mogbazar_S12712,2608,Parliament_MPLS,GE1/0/11,,,
Mogbazar_S12712,2631,SB_VPN,GE2/0/10,,,
Mogbazar_S12712,2648,comilla_Online_VPN,,,,
Mogbazar_S12712,2651,Metronet_MPLS_Syl,,,,
Mogbazar_S12712,2652,Metronet_MPLS_Kln,,,,
Mogbazar_S12712,2653,Metro_net_MPLS_Ranga,,,,
Mogbazar_S12712,2654,Metro_net_MPLS_Kustia,,,,
Mogbazar_S12712,2655,Metro_net_MPLS_Pabna,,,,
Mogbazar_S12712,2656,Metro_net_MPLS_Faridpur,,,,
Mogbazar_S12712,2657,Metro_net_MPLS_Moulovibaz,,,,
Mogbazar_S12712,2658,Metro_net_MPLS_khagrachh,,,,
Mogbazar_S12712,2659,Metro_net_MPLS_Bogra,,,,
Mogbazar_S12712,2660,Metro_net_MPLS_Barishal,,,,
Mogbazar_S12712,2661,Metro_net_MPLS_Feni,,,,
Mogbazar_S12712,2662,Metro_net_MPLS_jessore,,,,
Mogbazar_S12712,2663,Metro_net_MPLS_chuadanga,,,,
Mogbazar_S12712,2664,Metro_net_MPLS_Chandpur,,,,
Mogbazar_S12712,2665,Metro_net_MPLS_Noagoan,,,,
Mogbazar_S12712,2666,Metro_net_MPLS_Gaibandha,,,,
Mogbazar_S12712,2667,Metro_net_MPLS_Tangail,,,,
Mogbazar_S12712,2668,Metro_net_MPLS_Rangpur,,,,
Mogbazar_S12712,2669,Metro_net_MPLS_sherpur,,,,
Mogbazar_S12712,2670,Metro_net_MPLS_Rajbari,,,,
Mogbazar_S12712,2671,Metro_net_MPLS_meherpur,,,,
Mogbazar_S12712,2672,Metro_net_MPLS_hobigonj,,,,
Mogbazar_S12712,2673,Metro_net_MPLS_mymensingh,,,,
Mogbazar_S12712,2674,Metro_net_MPLS_dinajpur,,,,
Mogbazar_S12712,2676,Metro_net_MPLS_comilla,,,,
Mogbazar_S12712,2677,Metro_net_MPLS_ngonj,GE3/0/24,,,
Mogbazar_S12712,2681,Metronet_manikgonj,,,,
Mogbazar_S12712,2684,metronet_Gazipur,GE3/0/2,,,
Mogbazar_S12712,2685,Mogbazar-DEPZ-Savar_MPLS,GE3/0/6,,,
Mogbazar_S12712,2701,GM_OTR_Internet,,,,
Mogbazar_S12712,2770,Race_onlne_khulna,,,,
Mogbazar_S12712,2771,Race_onlne_agrabad,,,,
Mogbazar_S12712,2772,Race_onlne_feni,,,,
Mogbazar_S12712,2790,BBTS-DHK_MOG-Mymensin,,,,
Mogbazar_S12712,2791,BBTS_Sylhet-Dhk_Mog_Ext,,,,
Mogbazar_S12712,2792,BBTS_Sylhet-Dhk_Mog,,,,
Mogbazar_S12712,2793,BBTS-DHK_MOG-Naray_Sid_VPN,,,,
Mogbazar_S12712,2795,BBTS_Comilla-Dhk_Mog,,,,
Mogbazar_S12712,2796,BBTS_Comilla-Dhk_Mog_Ext,,,,
Mogbazar_S12712,2797,BBTS_Tangail_VPN,,,,
Mogbazar_S12712,2999,TNDP_U2000 NMS_Server,,,,
Mogbazar_S12712,3100,SASEC_VPN,,,,
Mogbazar_S12712,3101,SASEC_RN,,,,
Mogbazar_S12712,3205,rangs_IT_Faridpur,,,,
Mogbazar_S12712,3208,RangsIT_Faridpur_test,,,,
Mogbazar_S12712,3401,ISN_VPN_ngonj,,,,
Mogbazar_S12712,3402,ISN_VPN_khulna,,,,
Mogbazar_S12712,3403,ISN_VPN_ctg,,,,
Mogbazar_S12712,3404,ISN_gazipur,,,,
Mogbazar_S12712,3406,ISN_VPN_gazipur,,,,
Mogbazar_S12712,3407,ISN_VPN_khulna**DHK,,,,
Mogbazar_S12712,3530,bk_online*,,,,
Mogbazar_S12712,3701,Level3-outside-Dhaka,,,,
Mogbazar_S12712,3702,Level3-outside-Dhaka,,,,
Mogbazar_S12712,3703,ctg_online_agra,,,,
Mogbazar_S12712,3704,Paradise technologies Ltd,,,,
Mogbazar_S12712,3705,Link3_IP_BW_natiobn,,,,
Mogbazar_S12712,3780,test_gul,,,,
Mogbazar_S12712,3980,Test_Exam,,,,
Mogbazar_S12712,3981,Test_Exam_2,,,,
Mogbazar_S12712,3999,MSAN_MANAGEMENT,,,,
Mogbazar_S12712,4000,For_DSLAM_Mangement,,,,
Mogbazar_S12712,4001,For_Management_Telenet_Vlan,,BTTB_IPCORE_NE80E_A,123.49.13.77,
Mogbazar_S12712,4003,For_AAA_connection,,,,
Mogbazar_S12712,4004,For_XDSL_internet_connection,,,"123.49.13.130 , 123.49.12.61",
Mogbazar_S12712,4015,TNDP-ADSL-EMS-To-SBN,,,,
Mogbazar_S12712,4021,DPI-1,,,,
Mogbazar_S12712,4022,DPI-2,,,,
Mogbazar_S12712,4023,DPI-3,,,,
Mogbazar_S12712,4024,DPI-4,,,,
Mogbazar_S12712,4038,NGN-NTMC-Connectivity,,,,
Mogbazar_S12712,4094,BTCN-NOC-S9312MGNT,,,,
BTTB-SBN-S85-H01,10,BCC_Mgnt_VLAN,,,,
BTTB-SBN-S85-H01,21,VLAN 0021,,,,
BTTB-SBN-S85-H01,23,BCC-secon-IF,,SBN-AR-NE40E-042,180.211.160.189,
BTTB-SBN-S85-H01,45,Gonobhaban_SW_2700,,,45.45.45.1,
BTTB-SBN-S85-H01,96,BUET_Inernet,GigabitEthernet2/1/4,,,
BTTB-SBN-S85-H01,100,Cainet_VC_management,,,180.211.214.117,
BTTB-SBN-S85-H01,105,Grameen_Communications,,,,
BTTB-SBN-S85-H01,111,Dhaka University,,,,
BTTB-SBN-S85-H01,114,,,,,
BTTB-SBN-S85-H01,117,BUET,,,,
BTTB-SBN-S85-H01,119,BCC-DIITA,,,,
BTTB-SBN-S85-H01,123,BD_Com_Online_Limited,,,,
BTTB-SBN-S85-H01,126,GAL,,,,
BTTB-SBN-S85-H01,134,SAARC_MRC,,,,
BTTB-SBN-S85-H01,144,National_Parade_ground,,SBN-AR-NE40E-042,180.211.162.137,
BTTB-SBN-S85-H01,156,VLAN 0156,,,,
BTTB-SBN-S85-H01,163,INSOFT,,,,
BTTB-SBN-S85-H01,173,BUCT_Communication,,,,
BTTB-SBN-S85-H01,178,BSMMU,,,,
BTTB-SBN-S85-H01,190,SASEC_Internet,,,,
BTTB-SBN-S85-H01,201,InFos-Dmetro-data,,,,
BTTB-SBN-S85-H01,202,InFos-Dmetro-VC,,,,
BTTB-SBN-S85-H01,203,InFos-Dmetro-nms,,,,
BTTB-SBN-S85-H01,206,Bd_betar,,,180.211.158.21,
BTTB-SBN-S85-H01,207,InFos-Pol-Int-Conne,,,,
BTTB-SBN-S85-H01,208,Film and archive,,SBN-AR-NE40E-042,180.211.158.193,
BTTB-SBN-S85-H01,210,Wasa_Dhaka_Lalmtia,,SBN-AR-NE40E-042,180.211.135.37,
BTTB-SBN-S85-H01,220,GTCL_IFB,,,,
BTTB-SBN-S85-H01,312,DPME,,SBN-AR-NE40E-042,180.211.134.133,
BTTB-SBN-S85-H01,314,Police__staff_,,SBN-AR-NE40E-042,180.211.134.93,
BTTB-SBN-S85-H01,344,Proshika-System-Computer-Trust,,,,
BTTB-SBN-S85-H01,406,Invest_Dev_Authority,,SBN-AR-NE40E-042,180.211.158.153,
BTTB-SBN-S85-H01,408,*GTCL_IFB,,,,
BTTB-SBN-S85-H01,409,VLAN 0409,,,,
BTTB-SBN-S85-H01,410,Zx_online,,,,
BTTB-SBN-S85-H01,412,election_training_Institute,,SBN-AR-NE40E-042,180.211.158.201,
BTTB-SBN-S85-H01,455,SSF,,,,
BTTB-SBN-S85-H01,456,PMO,,,,
BTTB-SBN-S85-H01,457,GonoBhaban,,,,
BTTB-SBN-S85-H01,480,Access_tel_Kawran,,,,
BTTB-SBN-S85-H01,608,DS_blue_eco_cell_Kawran_bzr,,SBN-AR-NE40E-042,180.211.158.197,
BTTB-SBN-S85-H01,609,software_tech_park_janata_tow,,SBN-AR-NE40E-042,180.211.158.245,
BTTB-SBN-S85-H01,610,DD_BRDB,,SBN-AR-NE40E-042,180.211.158.33,
BTTB-SBN-S85-H01,701,Jute_Research,GigabitEthernet2/1/20,,,
BTTB-SBN-S85-H01,702,Perlament,GigabitEthernet2/1/21,,,
BTTB-SBN-S85-H01,703,ERD,GigabitEthernet1/1/15,,,
BTTB-SBN-S85-H01,704,BBS,GigabitEthernet1/1/18,SBN-AR-NE40E-042,180.211.162.25,
BTTB-SBN-S85-H01,705,Cotton_Development_Board,Ethernet3/1/11,SBN-AR-NE40E-042,180.211.159.33,
BTTB-SBN-S85-H01,706,Forest_Finance_Dept,Ethernet6/1/5,,,
BTTB-SBN-S85-H01,707,Soil_dept_SBN,Ethernet6/1/6,,,
BTTB-SBN-S85-H01,708,Deltasoft_sbn,,,,
BTTB-SBN-S85-H01,709,BDCOM_SBN,,,,
BTTB-SBN-S85-H01,730,nazrul_academy_dhanmondi,,,,
BTTB-SBN-S85-H01,731,Space_marketing_dhanmondi,,,,
BTTB-SBN-S85-H01,736,Planning-commission,GigabitEthernet1/1/16,,,
BTTB-SBN-S85-H01,750,Small_Farmer_Kawran,,,,
BTTB-SBN-S85-H01,751,Janata_traders,,,,
BTTB-SBN-S85-H01,752,Net_link_KawraanBazar,,,,
BTTB-SBN-S85-H01,753,BERC,,,,
BTTB-SBN-S85-H01,754,Jamuna_Oil,,,,
BTTB-SBN-S85-H01,780,BEPZA,,,,
BTTB-SBN-S85-H01,790,BGB_Mounshi_Abdur_Rouf_College,,,,
BTTB-SBN-S85-H01,831,National_Harberium_Mirpur,,,,
BTTB-SBN-S85-H01,832,E_NET,,,,
BTTB-SBN-S85-H01,834,E-BANGLA-LTD,,,,
BTTB-SBN-S85-H01,835,ADVANCED-NETWORK-LTD-PALL,,,,
BTTB-SBN-S85-H01,836,Mohsin-Khan-Brick-Field,,,,
BTTB-SBN-S85-H01,838,Orange_Comm,,,,
BTTB-SBN-S85-H01,850,United_Intl__University,,SBN-AR-NE40E-042,180.211.162.93,
BTTB-SBN-S85-H01,862,Drik_Alokchitra_Granthagar,,,,
BTTB-SBN-S85-H01,869,Dep_Jute,,,,
BTTB-SBN-S85-H01,870,BPC,,,,
BTTB-SBN-S85-H01,871,Join_stock_company,,,,
BTTB-SBN-S85-H01,872,Titas,,,,
BTTB-SBN-S85-H01,873,Family_planning,,,,
BTTB-SBN-S85-H01,874,ICT_Incubator,,,,
BTTB-SBN-S85-H01,875,WASA,,,,
BTTB-SBN-S85-H01,876,BSEC,,SBN-AR-NE40E-042,180.211.162.49,
BTTB-SBN-S85-H01,877,ATN_Bangla,,SBN-AR-NE40E-042,180.211.162.145,
BTTB-SBN-S85-H01,878,NIET_Karwranbazar,,SBN-AR-NE40E-042,180.211.159.45,
BTTB-SBN-S85-H01,879,EXclu_Econo_Zone_authorithy,,SBN-AR-NE40E-042,180.211.159.77,
BTTB-SBN-S85-H01,880,City_corp_Azimpur,,,,
BTTB-SBN-S85-H01,881,Badrunnesa_College,,,,
BTTB-SBN-S85-H01,882,BAEC_Shahbag,,,,
BTTB-SBN-S85-H01,883,BDR,,,,
BTTB-SBN-S85-H01,884,EDEN,,,,
BTTB-SBN-S85-H01,885,NAEM,,,,
BTTB-SBN-S85-H01,886,Quest-Int-Pet,,,,
BTTB-SBN-S85-H01,887,BCS_admin_Academy,,,,
BTTB-SBN-S85-H01,888,Abhawa 101 mbps,,,,
BTTB-SBN-S85-H01,890,Atomic_Energy_Com,,,,
BTTB-SBN-S85-H01,891,LGED,GigabitEthernet2/1/22,,,
BTTB-SBN-S85-H01,892,UGC_Internet,GigabitEthernet2/1/24,SBN-AR-NE40E-042,180.211.206.49,
BTTB-SBN-S85-H01,893,MRP-MRV Project,,,,
BTTB-SBN-S85-H01,894,DTE,,,,
BTTB-SBN-S85-H01,895,BD_Atomic_EC,,,,
BTTB-SBN-S85-H01,896,TEB,Ethernet3/1/17,SBN-AR-NE40E-042,180.211.162.101,
BTTB-SBN-S85-H01,897,Directorate of Environment,Ethernet3/1/16,SBN-AR-NE40E-042,180.211.162.117,
BTTB-SBN-S85-H01,898,UGC-BdREN,,,,
BTTB-SBN-S85-H01,899,Information_Commission,Ethernet3/1/20,SBN-AR-NE40E-042,180.211.162.97,
BTTB-SBN-S85-H01,901,National_Archive,Ethernet3/1/15,SBN-AR-NE40E-042,180.211.162.125,
BTTB-SBN-S85-H01,902,BTCL_SBN_IPTV_Test,Ethernet3/1/4,,,
BTTB-SBN-S85-H01,903,NICVD,Ethernet3/1/8,SBN-AR-NE40E-042,180.211.162.201,
BTTB-SBN-S85-H01,904,DIRECTORATE-OF-LIVESTOCK,Ethernet3/1/9,SBN-AR-NE40E-042,180.211.162.181,
BTTB-SBN-S85-H01,905,Sr.Asst.Secy-StatisticsDiv,GigabitEthernet2/1/11,SBN-AR-NE40E-042,180.211.162.149,
BTTB-SBN-S85-H01,906,National_Archeology,Ethernet6/1/14,,,
BTTB-SBN-S85-H01,907,Super_enggr_LGED_BCC,Ethernet3/1/10,SBN-AR-NE40E-042,180.211.159.1,
BTTB-SBN-S85-H01,908,BARC_tvsl,,SBN-AR-NE40E-042,180.211.159.5,
BTTB-SBN-S85-H01,909,SRDI-TecValley,,SBN-AR-NE40E-042,180.211.159.9,
BTTB-SBN-S85-H01,910,BJRI_tech_velly,Ethernet3/1/6,SBN-AR-NE40E-042,180.211.159.13,
BTTB-SBN-S85-H01,911,BARC,Ethernet3/1/7,SBN-AR-NE40E-042,180.211.159.37,
BTTB-SBN-S85-H01,912,Ministry_of_defeence,GigabitEthernet0/3/1,SBN-AR-NE40E-042,180.211.159.81,
BTTB-SBN-S85-H01,913,PSC_agargoan,Ethernet6/1/3,,,
BTTB-SBN-S85-H01,914,BTTB_Billing,GigabitEthernet0/2/2,,,
BTTB-SBN-S85-H01,915,krishi_biponon,Ethernet6/1/2,SBN-AR-NE40E-042,180.211.159.169,
BTTB-SBN-S85-H01,916,Min_Polok_ICT,Ethernet6/1/8,,,
BTTB-SBN-S85-H01,917,BICC_Internet,Ethernet8/1/1 Ethernet8/1/16,,,
BTTB-SBN-S85-H01,918,BTCL_Ledger_management,GigabitEthernet0/1/2,,,
BTTB-SBN-S85-H01,919,Election-Commision,Ethernet3/1/19,SBN-AR-NE40E-042,180.211.162.185,
BTTB-SBN-S85-H01,920,BD_Betar_agargoan,GigabitEthernet2/1/12,,,
BTTB-SBN-S85-H01,921,SBN-NOC,GigabitEthernet1/1/1,,,
BTTB-SBN-S85-H01,922,Certifying_Authority_BCC,GigabitEthernet1/1/3,,,
BTTB-SBN-S85-H01,923,bd_Hi-Tech-Park_Authority,,SBN-AR-NE40E-042,180.211.135.117,
BTTB-SBN-S85-H01,930,Islamic_Foundation,,SBN-AR-NE40E-042,180.211.162.161,
BTTB-SBN-S85-H01,931,Mental_hospital,,,,
BTTB-SBN-S85-H01,932,probeen_hitoishee,,,,
BTTB-SBN-S85-H01,933,Forest_dept,,,,
BTTB-SBN-S85-H01,934,National_Library_agar,,,,
BTTB-SBN-S85-H01,937,A2I_BBS_IFB,,,,
BTTB-SBN-S85-H01,951,EC_IFB,,SBN-AR-NE40E-042,180.211.159.41,
BTTB-SBN-S85-H01,952,A2I_BBS,Ethernet3/1/14,,,
BTTB-SBN-S85-H01,953,DTE_@nd_link,Ethernet6/1/7,,,
BTTB-SBN-S85-H01,954,BGov_Internet,,,,
BTTB-SBN-S85-H01,955,VLAN 0955,,,,
BTTB-SBN-S85-H01,1041,VLAN 0955,,,,
BTTB-SBN-S85-H01,1042,SBN_PPPoE_A_H02,,,,
BTTB-SBN-S85-H01,1043,SBN_PPPoE_A_H03,,,,
BTTB-SBN-S85-H01,1044,SBN_PPPoE_B_H01,,,,
BTTB-SBN-S85-H01,1045,SBN_PPPoE_B_H02,,,,
BTTB-SBN-S85-H01,1064,MIR_PPPoE_H01,,,,
BTTB-SBN-S85-H01,1065,MIR_PPPoE_H02,,,,
BTTB-SBN-S85-H01,1067,NIL_PPPoE_A_H01,,,,
BTTB-SBN-S85-H01,1068,NIL_PPPoE_A_H02,,,,
BTTB-SBN-S85-H01,1069,VLAN 1069,,,,
BTTB-SBN-S85-H01,1070,NIL_PPPoE_B_H01,,,,
BTTB-SBN-S85-H01,1119,S_Hospiteal,GigabitEthernet1/1/19,SBN-AR-NE40E-042,180.211.162.253,
BTTB-SBN-S85-H01,1120,Banngla_Comp_Council,GigabitEthernet1/1/20,SBN-AR-NE40E-042,180.211.162.69,
BTTB-SBN-S85-H01,1121,MSAN-ADSL-Service-VLAN-IDB,,,,
BTTB-SBN-S85-H01,1126,service-for-petrobangla-adsl,,,,
BTTB-SBN-S85-H01,1153,PMO_DSLAM,,,,
BTTB-SBN-S85-H01,1300,PPPoE_SBN_OLT,,,,
BTTB-SBN-S85-H01,1441,VLAN 1441,,,,
BTTB-SBN-S85-H01,1500,VLAN 1500,,,,
BTTB-SBN-S85-H01,1510,BCC_PSC_VPN*,GigabitEthernet2/1/14,,,
